Descrição,data,ano_mes,valor
Não residentes (Empréstimos),2015-02-01,2015-02,0.0
Não residentes (Empréstimos),2015-03-01,2015-03,0.0
Não residentes (Empréstimos),2015-04-01,2015-04,0.0
Não residentes (Empréstimos),2015-05-01,2015-05,0.0
Não residentes (Empréstimos),2015-06-01,2015-06,0.0
Não residentes (Empréstimos),2015-07-01,2015-07,0.0
Não residentes (Empréstimos),2015-08-01,2015-08,0.0
Não residentes (Empréstimos),2015-09-01,2015-09,0.0
Não residentes (Empréstimos),2015-10-01,2015-10,0.0
Não residentes (Empréstimos),2015-11-01,2015-11,0.0
Não residentes (Empréstimos),2015-12-01,2015-12,0.0
Não residentes (Empréstimos),2016-01-01,2016-01,0.0
Não residentes (Empréstimos),2016-02-01,2016-02,0.0
Não residentes (Empréstimos),2016-03-01,2016-03,0.0
Não residentes (Empréstimos),2016-04-01,2016-04,0.0
Não residentes (Empréstimos),2016-05-01,2016-05,0.0
Não residentes (Empréstimos),2016-06-01,2016-06,0.0
Não residentes (Empréstimos),2016-07-01,2016-07,0.0
Não residentes (Empréstimos),2016-08-01,2016-08,0.0
Não residentes (Empréstimos),2016-09-01,2016-09,0.0
Não residentes (Empréstimos),2016-10-01,2016-10,0.0
Não residentes (Empréstimos),2016-11-01,2016-11,0.0
Não residentes (Empréstimos),2016-12-01,2016-12,0.0
Não residentes (Empréstimos),2017-01-01,2017-01,0.0
Não residentes (Empréstimos),2017-02-01,2017-02,0.0
Não residentes (Empréstimos),2017-03-01,2017-03,0.0
Não residentes (Empréstimos),2017-04-01,2017-04,0.0
Não residentes (Empréstimos),2017-05-01,2017-05,0.0
Não residentes (Empréstimos),2017-06-01,2017-06,0.0
Não residentes (Empréstimos),2017-07-01,2017-07,0.0
Não residentes (Empréstimos),2017-08-01,2017-08,0.0
Não residentes (Empréstimos),2017-09-01,2017-09,0.0
Não residentes (Empréstimos),2017-10-01,2017-10,0.0
Não residentes (Empréstimos),2017-11-01,2017-11,0.0
Não residentes (Empréstimos),2017-12-01,2017-12,0.0
Não residentes (Empréstimos),2018-01-01,2018-01,0.0
Não residentes (Empréstimos),2018-02-01,2018-02,0.0
Não residentes (Empréstimos),2018-03-01,2018-03,0.0
Não residentes (Empréstimos),2018-04-01,2018-04,0.0
Não residentes (Empréstimos),2018-05-01,2018-05,0.0
Não residentes (Empréstimos),2018-06-01,2018-06,0.0
Não residentes (Empréstimos),2018-07-01,2018-07,0.0
Não residentes (Empréstimos),2018-08-01,2018-08,0.0
Não residentes (Empréstimos),2018-09-01,2018-09,0.0
Não residentes (Empréstimos),2018-10-01,2018-10,0.0
Não residentes (Empréstimos),2018-11-01,2018-11,0.0
Não residentes (Empréstimos),2018-12-01,2018-12,0.0
Não residentes (Empréstimos),2019-01-01,2019-01,1.82312
Não residentes (Empréstimos),2019-02-01,2019-02,1.82312
Não residentes (Empréstimos),2019-03-01,2019-03,1.82312
Não residentes (Empréstimos),2019-04-01,2019-04,1.82312
Não residentes (Empréstimos),2019-05-01,2019-05,1.82312
Não residentes (Empréstimos),2019-06-01,2019-06,1.82312
Não residentes (Empréstimos),2019-07-01,2019-07,1.82312
Não residentes (Empréstimos),2019-08-01,2019-08,1.82312
Não residentes (Empréstimos),2019-09-01,2019-09,1.82312
Não residentes (Empréstimos),2019-10-01,2019-10,1.82312
Não residentes (Empréstimos),2019-11-01,2019-11,1.82312
Não residentes (Empréstimos),2019-12-01,2019-12,1.82312
Não residentes (Empréstimos),2020-01-01,2020-01,1.82
Não residentes (Empréstimos),2020-02-01,2020-02,1.82
Não residentes (Empréstimos),2020-03-01,2020-03,1.82
Não residentes (Empréstimos),2020-04-01,2020-04,1.82
Não residentes (Empréstimos),2020-05-01,2020-05,1.82
Não residentes (Empréstimos),2020-06-01,2020-06,1.82
Não residentes (Empréstimos),2020-07-01,2020-07,1.82
Não residentes (Empréstimos),2020-08-01,2020-08,1.82
Não residentes (Empréstimos),2020-09-01,2020-09,1.82
Não residentes (Empréstimos),2020-10-01,2020-10,1.82
Não residentes (Empréstimos),2020-11-01,2020-11,1.82
Não residentes (Empréstimos),2020-12-01,2020-12,1.82
Não residentes (Empréstimos),2021-01-01,2021-01,1.82312
Não residentes (Empréstimos),2021-02-01,2021-02,1.82312
Não residentes (Empréstimos),2021-03-01,2021-03,1.82312
Não residentes (Empréstimos),2021-04-01,2021-04,1.82312
Não residentes (Empréstimos),2021-05-01,2021-05,1.82312
Não residentes (Empréstimos),2021-06-01,2021-06,1.82312
Não residentes (Empréstimos),2021-07-01,2021-07,1.82312
Não residentes (Empréstimos),2021-08-01,2021-08,1.82312
Não residentes (Empréstimos),2021-09-01,2021-09,1.82312
Não residentes (Empréstimos),2021-10-01,2021-10,1.82312
Não residentes (Empréstimos),2021-11-01,2021-11,1.82312
Não residentes (Empréstimos),2021-12-01,2021-12,1.82312
Não residentes (Empréstimos),2022-01-01,2022-01,1.82312
Não residentes (Empréstimos),2022-02-01,2022-02,1.82312
Não residentes (Empréstimos),2022-03-01,2022-03,1.82312
Não residentes (Empréstimos),2022-04-01,2022-04,1.82312
Não residentes (Empréstimos),2022-05-01,2022-05,1.82312
Não residentes (Empréstimos),2022-06-01,2022-06,1.82312
Não residentes (Empréstimos),2022-07-01,2022-07,1.82312
Não residentes (Empréstimos),2022-08-01,2022-08,1.82312
Não residentes (Empréstimos),2022-09-01,2022-09,1.82312
Não residentes (Empréstimos),2022-10-01,2022-10,1.82312
Não residentes (Empréstimos),2022-11-01,2022-11,1.82312
Não residentes (Empréstimos),2022-12-01,2022-12,1.82312
Não residentes (Empréstimos),2023-01-01,2023-01,1.82312
Não residentes (Empréstimos),2023-02-01,2023-02,1.82312
Não residentes (Empréstimos),2023-03-01,2023-03,1.82312
Não residentes (Empréstimos),2023-04-01,2023-04,1.82312
Não residentes (Empréstimos),2023-05-01,2023-05,1.82312
Não residentes (Empréstimos),2023-06-01,2023-06,1.82312
Não residentes (Empréstimos),2023-07-01,2023-07,1.82312
Não residentes (Empréstimos),2023-08-01,2023-08,1.82312
Não residentes (Empréstimos),2023-09-01,2023-09,1.82312
Não residentes (Empréstimos),2023-10-01,2023-10,1.82312
Não residentes (Empréstimos),2023-11-01,2023-11,1.82312
Não residentes (Empréstimos),2023-12-01,2023-12,1.82312
Não residentes (Empréstimos),2024-01-01,2024-01,1.82312
Não residentes (Empréstimos),2024-02-01,2024-02,1.82312
Não residentes (Empréstimos),2024-03-01,2024-03,1.82312
Não residentes (Empréstimos),2024-04-01,2024-04,1.82312
Não residentes (Empréstimos),2024-05-01,2024-05,1.82312
Não residentes (Empréstimos),2024-06-01,2024-06,1.82312
Não residentes (Empréstimos),2024-07-01,2024-07,1.82312
Não residentes (Empréstimos),2024-08-01,2024-08,1.82312
Não residentes (Empréstimos),2024-09-01,2024-09,1.82312
Não residentes (Empréstimos),2024-10-01,2024-10,1.82312
Não residentes (Empréstimos),2024-11-01,2024-11,1.82312
Não residentes (Empréstimos),2024-12-01,2024-12,1.82312
Não residentes (Empréstimos),2026-01-01,2026-01,1.82312
Não residentes (Empréstimos),2026-02-01,2026-02,1.82312
Não residentes (Empréstimos),2026-03-01,2026-03,1.82312
Não residentes (Empréstimos),2026-04-01,2026-04,1.82312
Não residentes (Empréstimos),2026-05-01,2026-05,1.82312
Não residentes (Empréstimos),2026-06-01,2026-06,1.82312
Não residentes (Empréstimos),2026-07-01,2026-07,1.82312
Não residentes (Empréstimos),2026-08-01,2026-08,1.82312
Não residentes (Empréstimos),2026-09-01,2026-09,1.82312
Não residentes (Empréstimos),2026-10-01,2026-10,1.82312
Não residentes (Empréstimos),2026-11-01,2026-11,1.82312
Não residentes (Empréstimos),2026-12-01,2026-12,1.82312
Administração central (Empréstimos),2011-01-01,2011-01,8.699999999999999e-07
Administração central (Empréstimos),2011-02-01,2011-02,8.699999999999999e-07
Administração central (Empréstimos),2011-03-01,2011-03,8.699999999999999e-07
Administração central (Empréstimos),2011-04-01,2011-04,8.699999999999999e-07
Administração central (Empréstimos),2011-05-01,2011-05,8.699999999999999e-07
Administração central (Empréstimos),2011-06-01,2011-06,8.699999999999999e-07
Administração central (Empréstimos),2011-07-01,2011-07,8.699999999999999e-07
Administração central (Empréstimos),2011-08-01,2011-08,8.699999999999999e-07
Administração central (Empréstimos),2011-09-01,2011-09,8.699999999999999e-07
Administração central (Empréstimos),2011-10-01,2011-10,8.699999999999999e-07
Administração central (Empréstimos),2011-11-01,2011-11,8.699999999999999e-07
Administração central (Empréstimos),2011-12-01,2011-12,8.699999999999999e-07
Administração central (Empréstimos),2012-01-01,2012-01,8.699999999999999e-07
Administração central (Empréstimos),2012-02-01,2012-02,8.699999999999999e-07
Administração central (Empréstimos),2012-03-01,2012-03,8.699999999999999e-07
Administração central (Empréstimos),2012-04-01,2012-04,8.699999999999999e-07
Administração central (Empréstimos),2012-05-01,2012-05,8.699999999999999e-07
Administração central (Empréstimos),2012-06-01,2012-06,8.699999999999999e-07
Administração central (Empréstimos),2012-07-01,2012-07,8.699999999999999e-07
Administração central (Empréstimos),2012-08-01,2012-08,8.699999999999999e-07
Administração central (Empréstimos),2012-09-01,2012-09,8.699999999999999e-07
Administração central (Empréstimos),2012-10-01,2012-10,8.699999999999999e-07
Administração central (Empréstimos),2012-11-01,2012-11,8.699999999999999e-07
Administração central (Empréstimos),2012-12-01,2012-12,8.699999999999999e-07
Administração central (Empréstimos),2013-01-01,2013-01,8.699999999999999e-07
Administração central (Empréstimos),2013-02-01,2013-02,8.699999999999999e-07
Administração central (Empréstimos),2013-03-01,2013-03,8.699999999999999e-07
Administração central (Empréstimos),2013-04-01,2013-04,8.699999999999999e-07
Administração central (Empréstimos),2013-05-01,2013-05,8.699999999999999e-07
Administração central (Empréstimos),2013-06-01,2013-06,8.699999999999999e-07
Administração central (Empréstimos),2013-07-01,2013-07,8.699999999999999e-07
Administração central (Empréstimos),2013-08-01,2013-08,8.699999999999999e-07
Administração central (Empréstimos),2013-09-01,2013-09,8.699999999999999e-07
Administração central (Empréstimos),2013-10-01,2013-10,8.699999999999999e-07
Administração central (Empréstimos),2013-11-01,2013-11,8.699999999999999e-07
Administração central (Empréstimos),2013-12-01,2013-12,8.699999999999999e-07
Administração central (Empréstimos),2014-01-01,2014-01,0.0
Administração central (Empréstimos),2014-02-01,2014-02,0.0
Administração central (Empréstimos),2014-03-01,2014-03,0.0
Administração central (Empréstimos),2014-04-01,2014-04,0.0
Administração central (Empréstimos),2014-05-01,2014-05,0.0
Administração central (Empréstimos),2014-06-01,2014-06,0.0
Administração central (Empréstimos),2014-07-01,2014-07,0.0
Administração central (Empréstimos),2014-08-01,2014-08,0.0
Administração central (Empréstimos),2014-09-01,2014-09,0.0
Administração central (Empréstimos),2014-10-01,2014-10,0.0
Administração central (Empréstimos),2014-11-01,2014-11,0.0
Administração central (Empréstimos),2014-12-01,2014-12,0.0
Administração central (Empréstimos),2015-01-01,2015-01,26.88504093
Administração central (Empréstimos),2015-02-01,2015-02,26.88504093
Administração central (Empréstimos),2015-03-01,2015-03,26.88504093
Administração central (Empréstimos),2015-04-01,2015-04,26.88504093
Administração central (Empréstimos),2015-05-01,2015-05,26.88504093
Administração central (Empréstimos),2015-06-01,2015-06,26.88504093
Administração central (Empréstimos),2015-07-01,2015-07,26.88504093
Administração central (Empréstimos),2015-08-01,2015-08,26.88504093
Administração central (Empréstimos),2015-09-01,2015-09,26.88504093
Administração central (Empréstimos),2015-10-01,2015-10,26.88504093
Administração central (Empréstimos),2015-11-01,2015-11,26.88504093
Administração central (Empréstimos),2015-12-01,2015-12,26.88504093
Administração central (Empréstimos),2016-01-01,2016-01,190000.0
Administração central (Empréstimos),2016-02-01,2016-02,190000.0
Administração central (Empréstimos),2016-03-01,2016-03,190000.0
Administração central (Empréstimos),2016-04-01,2016-04,190000.0
Administração central (Empréstimos),2016-05-01,2016-05,190000.0
Administração central (Empréstimos),2016-06-01,2016-06,190000.0
Administração central (Empréstimos),2016-07-01,2016-07,190000.0
Administração central (Empréstimos),2016-08-01,2016-08,190000.0
Administração central (Empréstimos),2016-09-01,2016-09,190000.0
Administração central (Empréstimos),2016-10-01,2016-10,190000.0
Administração central (Empréstimos),2016-11-01,2016-11,190000.0
Administração central (Empréstimos),2016-12-01,2016-12,190000.0
Administração central (Empréstimos),2017-01-01,2017-01,105051.5
Administração central (Empréstimos),2017-02-01,2017-02,105051.5
Administração central (Empréstimos),2017-03-01,2017-03,105051.5
Administração central (Empréstimos),2017-04-01,2017-04,105051.5
Administração central (Empréstimos),2017-05-01,2017-05,105051.5
Administração central (Empréstimos),2017-06-01,2017-06,105051.5
Administração central (Empréstimos),2017-07-01,2017-07,105051.5
Administração central (Empréstimos),2017-08-01,2017-08,105051.5
Administração central (Empréstimos),2017-09-01,2017-09,105051.5
Administração central (Empréstimos),2017-10-01,2017-10,105051.5
Administração central (Empréstimos),2017-11-01,2017-11,105051.5
Administração central (Empréstimos),2017-12-01,2017-12,105051.5
Administração central (Empréstimos),2018-01-01,2018-01,377396.4891
Administração central (Empréstimos),2018-02-01,2018-02,377396.4891
Administração central (Empréstimos),2018-03-01,2018-03,377396.4891
Administração central (Empréstimos),2018-04-01,2018-04,377396.4891
Administração central (Empréstimos),2018-05-01,2018-05,377396.4891
Administração central (Empréstimos),2018-06-01,2018-06,377396.4891
Administração central (Empréstimos),2018-07-01,2018-07,377396.4891
Administração central (Empréstimos),2018-08-01,2018-08,377396.4891
Administração central (Empréstimos),2018-09-01,2018-09,377396.4891
Administração central (Empréstimos),2018-10-01,2018-10,377396.4891
Administração central (Empréstimos),2018-11-01,2018-11,377396.4891
Administração central (Empréstimos),2018-12-01,2018-12,377396.4891
Administração central (Empréstimos),2019-01-01,2019-01,157254.57136167
Administração central (Empréstimos),2019-02-01,2019-02,157254.57136167
Administração central (Empréstimos),2019-03-01,2019-03,157254.57136167
Administração central (Empréstimos),2019-04-01,2019-04,157254.57136167
Administração central (Empréstimos),2019-05-01,2019-05,157254.57136167
Administração central (Empréstimos),2019-06-01,2019-06,157254.57136167
Administração central (Empréstimos),2019-07-01,2019-07,157254.57136167
Administração central (Empréstimos),2019-08-01,2019-08,157254.57136167
Administração central (Empréstimos),2019-09-01,2019-09,157254.57136167
Administração central (Empréstimos),2019-10-01,2019-10,157254.57136167
Administração central (Empréstimos),2019-11-01,2019-11,157254.57136167
Administração central (Empréstimos),2019-12-01,2019-12,157254.57136167
Administração central (Empréstimos),2020-01-01,2020-01,246138.44
Administração central (Empréstimos),2020-02-01,2020-02,246138.44
Administração central (Empréstimos),2020-03-01,2020-03,246138.44
Administração central (Empréstimos),2020-04-01,2020-04,246138.44
Administração central (Empréstimos),2020-05-01,2020-05,246138.44
Administração central (Empréstimos),2020-06-01,2020-06,246138.44
Administração central (Empréstimos),2020-07-01,2020-07,246138.44
Administração central (Empréstimos),2020-08-01,2020-08,246138.44
Administração central (Empréstimos),2020-09-01,2020-09,246138.44
Administração central (Empréstimos),2020-10-01,2020-10,246138.44
Administração central (Empréstimos),2020-11-01,2020-11,246138.44
Administração central (Empréstimos),2020-12-01,2020-12,246138.44
Administração central (Empréstimos),2021-01-01,2021-01,476896.45579577005
Administração central (Empréstimos),2021-02-01,2021-02,476896.45579577005
Administração central (Empréstimos),2021-03-01,2021-03,476896.45579577005
Administração central (Empréstimos),2021-04-01,2021-04,476896.45579577005
Administração central (Empréstimos),2021-05-01,2021-05,476896.45579577005
Administração central (Empréstimos),2021-06-01,2021-06,476896.45579577005
Administração central (Empréstimos),2021-07-01,2021-07,476896.45579577005
Administração central (Empréstimos),2021-08-01,2021-08,476896.45579577005
Administração central (Empréstimos),2021-09-01,2021-09,476896.45579577005
Administração central (Empréstimos),2021-10-01,2021-10,476896.45579577005
Administração central (Empréstimos),2021-11-01,2021-11,476896.45579577005
Administração central (Empréstimos),2021-12-01,2021-12,476896.45579577005
Administração central (Empréstimos),2022-01-01,2022-01,0.0
Administração central (Empréstimos),2022-02-01,2022-02,0.0
Administração central (Empréstimos),2022-03-01,2022-03,0.0
Administração central (Empréstimos),2022-04-01,2022-04,0.0
Administração central (Empréstimos),2022-05-01,2022-05,0.0
Administração central (Empréstimos),2022-06-01,2022-06,0.0
Administração central (Empréstimos),2022-07-01,2022-07,0.0
Administração central (Empréstimos),2022-08-01,2022-08,0.0
Administração central (Empréstimos),2022-09-01,2022-09,0.0
Administração central (Empréstimos),2022-10-01,2022-10,0.0
Administração central (Empréstimos),2022-11-01,2022-11,0.0
Administração central (Empréstimos),2022-12-01,2022-12,0.0
Administração central (Empréstimos),2023-01-01,2023-01,252517.48602305
Administração central (Empréstimos),2023-02-01,2023-02,252517.48602305
Administração central (Empréstimos),2023-03-01,2023-03,252517.48602305
Administração central (Empréstimos),2023-04-01,2023-04,252517.48602305
Administração central (Empréstimos),2023-05-01,2023-05,252517.48602305
Administração central (Empréstimos),2023-06-01,2023-06,252517.48602305
Administração central (Empréstimos),2023-07-01,2023-07,252517.48602305
Administração central (Empréstimos),2023-08-01,2023-08,252517.48602305
Administração central (Empréstimos),2023-09-01,2023-09,252517.48602305
Administração central (Empréstimos),2023-10-01,2023-10,252517.48602305
Administração central (Empréstimos),2023-11-01,2023-11,252517.48602305
Administração central (Empréstimos),2023-12-01,2023-12,252517.48602305
Administração central (Empréstimos),2024-01-01,2024-01,382428.54461478005
Administração central (Empréstimos),2024-02-01,2024-02,382428.54461478005
Administração central (Empréstimos),2024-03-01,2024-03,382428.54461478005
Administração central (Empréstimos),2024-04-01,2024-04,382428.54461478005
Administração central (Empréstimos),2024-05-01,2024-05,382428.54461478005
Administração central (Empréstimos),2024-06-01,2024-06,382428.54461478005
Administração central (Empréstimos),2024-07-01,2024-07,382428.54461478005
Administração central (Empréstimos),2024-08-01,2024-08,382428.54461478005
Administração central (Empréstimos),2024-09-01,2024-09,382428.54461478005
Administração central (Empréstimos),2024-10-01,2024-10,382428.54461478005
Administração central (Empréstimos),2024-11-01,2024-11,382428.54461478005
Administração central (Empréstimos),2024-12-01,2024-12,382428.54461478005
Administração central (Empréstimos),2026-01-01,2026-01,481991.84182662
Administração central (Empréstimos),2026-02-01,2026-02,481991.84182662
Administração central (Empréstimos),2026-03-01,2026-03,481991.84182662
Administração central (Empréstimos),2026-04-01,2026-04,481991.84182662
Administração central (Empréstimos),2026-05-01,2026-05,481991.84182662
Administração central (Empréstimos),2026-06-01,2026-06,481991.84182662
Administração central (Empréstimos),2026-07-01,2026-07,481991.84182662
Administração central (Empréstimos),2026-08-01,2026-08,481991.84182662
Administração central (Empréstimos),2026-09-01,2026-09,481991.84182662
Administração central (Empréstimos),2026-10-01,2026-10,481991.84182662
Administração central (Empréstimos),2026-11-01,2026-11,481991.84182662
Administração central (Empréstimos),2026-12-01,2026-12,481991.84182662
"Sector público, excl. administração central (Empréstimos)",2011-01-01,2011-01,0.0
"Sector público, excl. administração central (Empréstimos)",2011-02-01,2011-02,0.0
"Sector público, excl. administração central (Empréstimos)",2011-03-01,2011-03,0.0
"Sector público, excl. administração central (Empréstimos)",2011-04-01,2011-04,0.0
"Sector público, excl. administração central (Empréstimos)",2011-05-01,2011-05,0.0
"Sector público, excl. administração central (Empréstimos)",2011-06-01,2011-06,0.0
"Sector público, excl. administração central (Empréstimos)",2011-07-01,2011-07,0.0
"Sector público, excl. administração central (Empréstimos)",2011-08-01,2011-08,0.0
"Sector público, excl. administração central (Empréstimos)",2011-09-01,2011-09,0.0
"Sector público, excl. administração central (Empréstimos)",2011-10-01,2011-10,0.0
"Sector público, excl. administração central (Empréstimos)",2011-11-01,2011-11,0.0
"Sector público, excl. administração central (Empréstimos)",2011-12-01,2011-12,0.0
"Sector público, excl. administração central (Empréstimos)",2012-01-01,2012-01,0.0
"Sector público, excl. administração central (Empréstimos)",2012-02-01,2012-02,0.0
"Sector público, excl. administração central (Empréstimos)",2012-03-01,2012-03,0.0
"Sector público, excl. administração central (Empréstimos)",2012-04-01,2012-04,0.0
"Sector público, excl. administração central (Empréstimos)",2012-05-01,2012-05,0.0
"Sector público, excl. administração central (Empréstimos)",2012-06-01,2012-06,0.0
"Sector público, excl. administração central (Empréstimos)",2012-07-01,2012-07,0.0
"Sector público, excl. administração central (Empréstimos)",2012-08-01,2012-08,0.0
"Sector público, excl. administração central (Empréstimos)",2012-09-01,2012-09,0.0
"Sector público, excl. administração central (Empréstimos)",2012-10-01,2012-10,0.0
"Sector público, excl. administração central (Empréstimos)",2012-11-01,2012-11,0.0
"Sector público, excl. administração central (Empréstimos)",2012-12-01,2012-12,0.0
"Sector público, excl. administração central (Empréstimos)",2013-01-01,2013-01,0.0
"Sector público, excl. administração central (Empréstimos)",2013-02-01,2013-02,0.0
"Sector público, excl. administração central (Empréstimos)",2013-03-01,2013-03,0.0
"Sector público, excl. administração central (Empréstimos)",2013-04-01,2013-04,0.0
"Sector público, excl. administração central (Empréstimos)",2013-05-01,2013-05,0.0
"Sector público, excl. administração central (Empréstimos)",2013-06-01,2013-06,0.0
"Sector público, excl. administração central (Empréstimos)",2013-07-01,2013-07,0.0
"Sector público, excl. administração central (Empréstimos)",2013-08-01,2013-08,0.0
"Sector público, excl. administração central (Empréstimos)",2013-09-01,2013-09,0.0
"Sector público, excl. administração central (Empréstimos)",2013-10-01,2013-10,0.0
"Sector público, excl. administração central (Empréstimos)",2013-11-01,2013-11,0.0
"Sector público, excl. administração central (Empréstimos)",2013-12-01,2013-12,0.0
"Sector público, excl. administração central (Empréstimos)",2014-01-01,2014-01,0.0
"Sector público, excl. administração central (Empréstimos)",2014-02-01,2014-02,0.0
"Sector público, excl. administração central (Empréstimos)",2014-03-01,2014-03,0.0
"Sector público, excl. administração central (Empréstimos)",2014-04-01,2014-04,0.0
"Sector público, excl. administração central (Empréstimos)",2014-05-01,2014-05,0.0
"Sector público, excl. administração central (Empréstimos)",2014-06-01,2014-06,0.0
"Sector público, excl. administração central (Empréstimos)",2014-07-01,2014-07,0.0
"Sector público, excl. administração central (Empréstimos)",2014-08-01,2014-08,0.0
"Sector público, excl. administração central (Empréstimos)",2014-09-01,2014-09,0.0
"Sector público, excl. administração central (Empréstimos)",2014-10-01,2014-10,0.0
"Sector público, excl. administração central (Empréstimos)",2014-11-01,2014-11,0.0
"Sector público, excl. administração central (Empréstimos)",2014-12-01,2014-12,0.0
"Sector público, excl. administração central (Empréstimos)",2015-01-01,2015-01,0.0
"Sector público, excl. administração central (Empréstimos)",2015-02-01,2015-02,0.0
"Sector público, excl. administração central (Empréstimos)",2015-03-01,2015-03,0.0
"Sector público, excl. administração central (Empréstimos)",2015-04-01,2015-04,0.0
"Sector público, excl. administração central (Empréstimos)",2015-05-01,2015-05,0.0
"Sector público, excl. administração central (Empréstimos)",2015-06-01,2015-06,0.0
"Sector público, excl. administração central (Empréstimos)",2015-07-01,2015-07,0.0
"Sector público, excl. administração central (Empréstimos)",2015-08-01,2015-08,0.0
"Sector público, excl. administração central (Empréstimos)",2015-09-01,2015-09,0.0
"Sector público, excl. administração central (Empréstimos)",2015-10-01,2015-10,0.0
"Sector público, excl. administração central (Empréstimos)",2015-11-01,2015-11,0.0
"Sector público, excl. administração central (Empréstimos)",2015-12-01,2015-12,0.0
"Sector público, excl. administração central (Empréstimos)",2016-01-01,2016-01,0.0
"Sector público, excl. administração central (Empréstimos)",2016-02-01,2016-02,0.0
"Sector público, excl. administração central (Empréstimos)",2016-03-01,2016-03,0.0
"Sector público, excl. administração central (Empréstimos)",2016-04-01,2016-04,0.0
"Sector público, excl. administração central (Empréstimos)",2016-05-01,2016-05,0.0
"Sector público, excl. administração central (Empréstimos)",2016-06-01,2016-06,0.0
"Sector público, excl. administração central (Empréstimos)",2016-07-01,2016-07,0.0
"Sector público, excl. administração central (Empréstimos)",2016-08-01,2016-08,0.0
"Sector público, excl. administração central (Empréstimos)",2016-09-01,2016-09,0.0
"Sector público, excl. administração central (Empréstimos)",2016-10-01,2016-10,0.0
"Sector público, excl. administração central (Empréstimos)",2016-11-01,2016-11,0.0
"Sector público, excl. administração central (Empréstimos)",2016-12-01,2016-12,0.0
"Sector público, excl. administração central (Empréstimos)",2017-01-01,2017-01,0.0
"Sector público, excl. administração central (Empréstimos)",2017-02-01,2017-02,0.0
"Sector público, excl. administração central (Empréstimos)",2017-03-01,2017-03,0.0
"Sector público, excl. administração central (Empréstimos)",2017-04-01,2017-04,0.0
"Sector público, excl. administração central (Empréstimos)",2017-05-01,2017-05,0.0
"Sector público, excl. administração central (Empréstimos)",2017-06-01,2017-06,0.0
"Sector público, excl. administração central (Empréstimos)",2017-07-01,2017-07,0.0
"Sector público, excl. administração central (Empréstimos)",2017-08-01,2017-08,0.0
"Sector público, excl. administração central (Empréstimos)",2017-09-01,2017-09,0.0
"Sector público, excl. administração central (Empréstimos)",2017-10-01,2017-10,0.0
"Sector público, excl. administração central (Empréstimos)",2017-11-01,2017-11,0.0
"Sector público, excl. administração central (Empréstimos)",2017-12-01,2017-12,0.0
"Sector público, excl. administração central (Empréstimos)",2018-01-01,2018-01,0.0
"Sector público, excl. administração central (Empréstimos)",2018-02-01,2018-02,0.0
"Sector público, excl. administração central (Empréstimos)",2018-03-01,2018-03,0.0
"Sector público, excl. administração central (Empréstimos)",2018-04-01,2018-04,0.0
"Sector público, excl. administração central (Empréstimos)",2018-05-01,2018-05,0.0
"Sector público, excl. administração central (Empréstimos)",2018-06-01,2018-06,0.0
"Sector público, excl. administração central (Empréstimos)",2018-07-01,2018-07,0.0
"Sector público, excl. administração central (Empréstimos)",2018-08-01,2018-08,0.0
"Sector público, excl. administração central (Empréstimos)",2018-09-01,2018-09,0.0
"Sector público, excl. administração central (Empréstimos)",2018-10-01,2018-10,0.0
"Sector público, excl. administração central (Empréstimos)",2018-11-01,2018-11,0.0
"Sector público, excl. administração central (Empréstimos)",2018-12-01,2018-12,0.0
"Sector público, excl. administração central (Empréstimos)",2019-01-01,2019-01,0.0
"Sector público, excl. administração central (Empréstimos)",2019-02-01,2019-02,0.0
"Sector público, excl. administração central (Empréstimos)",2019-03-01,2019-03,0.0
"Sector público, excl. administração central (Empréstimos)",2019-04-01,2019-04,0.0
"Sector público, excl. administração central (Empréstimos)",2019-05-01,2019-05,0.0
"Sector público, excl. administração central (Empréstimos)",2019-06-01,2019-06,0.0
"Sector público, excl. administração central (Empréstimos)",2019-07-01,2019-07,0.0
"Sector público, excl. administração central (Empréstimos)",2019-08-01,2019-08,0.0
"Sector público, excl. administração central (Empréstimos)",2019-09-01,2019-09,0.0
"Sector público, excl. administração central (Empréstimos)",2019-10-01,2019-10,0.0
"Sector público, excl. administração central (Empréstimos)",2019-11-01,2019-11,0.0
"Sector público, excl. administração central (Empréstimos)",2019-12-01,2019-12,0.0
"Sector público, excl. administração central (Empréstimos)",2020-01-01,2020-01,0.0
"Sector público, excl. administração central (Empréstimos)",2020-02-01,2020-02,0.0
"Sector público, excl. administração central (Empréstimos)",2020-03-01,2020-03,0.0
"Sector público, excl. administração central (Empréstimos)",2020-04-01,2020-04,0.0
"Sector público, excl. administração central (Empréstimos)",2020-05-01,2020-05,0.0
"Sector público, excl. administração central (Empréstimos)",2020-06-01,2020-06,0.0
"Sector público, excl. administração central (Empréstimos)",2020-07-01,2020-07,0.0
"Sector público, excl. administração central (Empréstimos)",2020-08-01,2020-08,0.0
"Sector público, excl. administração central (Empréstimos)",2020-09-01,2020-09,0.0
"Sector público, excl. administração central (Empréstimos)",2020-10-01,2020-10,0.0
"Sector público, excl. administração central (Empréstimos)",2020-11-01,2020-11,0.0
"Sector público, excl. administração central (Empréstimos)",2020-12-01,2020-12,0.0
"Sector público, excl. administração central (Empréstimos)",2021-01-01,2021-01,0.0
"Sector público, excl. administração central (Empréstimos)",2021-02-01,2021-02,0.0
